,User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
657,657,25.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
658,658,29.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
659,659,28.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
660,660,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
661,661,30.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
662,662,23.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
663,663,34.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
664,664,26.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
665,665,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
666,666,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
667,667,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
668,668,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
669,669,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
670,670,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
671,671,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
672,672,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
673,673,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
674,674,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
675,675,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
676,676,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
677,677,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
678,678,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
679,679,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
680,680,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
681,681,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
682,682,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
683,683,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
684,684,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
685,685,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
686,686,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
687,687,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
688,688,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
689,689,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
690,690,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
691,691,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
692,692,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
693,693,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
694,694,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
695,695,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
696,696,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
697,697,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
698,698,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
699,699,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
700,700,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
701,701,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
702,702,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
703,703,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
704,704,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
705,705,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
706,706,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
707,707,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
708,708,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
709,709,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
710,710,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
711,711,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
712,712,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
713,713,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
714,714,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
715,715,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
716,716,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
717,717,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
718,718,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
719,719,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
720,720,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
721,721,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
722,722,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
723,723,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
724,724,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
725,725,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
726,726,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
727,727,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
728,728,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
729,729,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
730,730,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
731,731,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
732,732,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
733,733,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
734,734,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
735,735,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
736,736,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
737,737,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
738,738,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
739,739,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
740,740,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
741,741,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
742,742,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
743,743,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
744,744,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
745,745,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
746,746,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
747,747,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
748,748,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
749,749,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
750,750,28.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
751,751,27.0,27,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
752,752,27.0,24,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
753,753,27.0,29,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
754,754,27.0,33,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
755,755,27.0,31,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
756,756,27.0,22,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
757,757,27.0,25,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
758,758,27.0,29,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
759,759,27.0,28,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
760,760,27.0,27,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
761,761,27.0,30,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
762,762,27.0,23,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
763,763,27.0,34,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
764,764,27.0,26,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
765,765,27.0,25,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
766,766,27.0,29,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
767,767,27.0,28,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
768,768,27.0,31,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
769,769,27.0,27,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
770,770,27.0,22,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
771,771,27.0,24,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
772,772,27.0,35,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
773,773,27.0,21,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
774,774,27.0,29,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
775,775,27.0,25,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
776,776,27.0,28,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
777,777,27.0,32,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
778,778,27.0,26,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
779,779,27.0,33,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
780,780,27.0,27,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
781,781,27.0,31,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
782,782,27.0,24,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
783,783,27.0,34,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
784,784,27.0,22,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
785,785,27.0,29,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
786,786,27.0,28,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
787,787,27.0,31,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
788,788,27.0,21,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
789,789,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
790,790,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
791,791,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
792,792,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
793,793,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
794,794,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
795,795,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
796,796,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
797,797,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
798,798,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
799,799,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
800,800,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
801,801,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
802,802,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
803,803,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
804,804,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
805,805,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
806,806,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
807,807,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
808,808,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
809,809,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
810,810,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
811,811,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
812,812,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
813,813,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
814,814,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
815,815,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
816,816,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
817,817,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
818,818,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
819,819,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
820,820,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
821,821,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
822,822,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
823,823,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
824,824,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
825,825,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
826,826,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
827,827,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
828,828,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
829,829,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
830,830,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
831,831,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
832,832,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
833,833,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
834,834,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
835,835,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
836,836,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
837,837,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
838,838,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
839,839,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
840,840,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
841,841,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
842,842,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
843,843,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
844,844,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
845,845,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
846,846,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
847,847,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
848,848,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
849,849,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
850,850,28.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
851,851,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
852,852,24.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
853,853,29.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
854,854,33.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
855,855,31.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
856,856,22.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
857,857,25.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
858,858,29.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
859,859,28.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
860,860,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
861,861,30.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
862,862,23.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
863,863,34.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
864,864,26.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
865,865,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
866,866,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
867,867,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
868,868,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
869,869,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
870,870,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
871,871,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
872,872,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
873,873,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
874,874,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
875,875,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
876,876,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
877,877,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
878,878,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
879,879,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
880,880,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
881,881,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
882,882,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
883,883,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
884,884,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
885,885,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
886,886,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
887,887,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
888,888,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
889,889,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
890,890,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
891,891,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
892,892,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
893,893,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
894,894,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
895,895,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
896,896,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
897,897,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
898,898,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
899,899,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
900,900,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
901,901,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
902,902,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
903,903,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
904,904,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
905,905,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
906,906,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
907,907,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
908,908,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
909,909,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
910,910,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
911,911,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
912,912,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
913,913,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
914,914,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
915,915,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
916,916,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
917,917,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
918,918,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
919,919,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
920,920,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
921,921,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
922,922,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
923,923,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
924,924,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
925,925,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
926,926,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
927,927,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
928,928,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
929,929,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
930,930,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
931,931,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
932,932,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
933,933,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
934,934,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
935,935,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
936,936,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
937,937,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
938,938,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
939,939,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
940,940,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
941,941,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
942,942,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
943,943,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
944,944,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
945,945,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
946,946,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
947,947,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
948,948,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
949,949,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
950,950,28.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
951,951,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
952,952,24.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
953,953,29.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
954,954,33.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
955,955,31.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
956,956,22.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
957,957,25.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
958,958,29.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
959,959,28.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
960,960,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
961,961,30.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
962,962,23.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
963,963,34.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
964,964,26.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
965,965,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
966,966,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
967,967,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
968,968,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
969,969,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
970,970,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
971,971,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
972,972,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
973,973,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
974,974,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
975,975,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
976,976,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
977,977,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
978,978,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
979,979,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
980,980,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
981,981,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
982,982,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
983,983,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
984,984,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
985,985,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
986,986,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
